Date,Close
2020-05-26 00:00:00-04:00,32.720001220703125
2020-05-27 00:00:00-04:00,32.7599983215332
2020-05-28 00:00:00-04:00,32.84000015258789
2020-05-29 00:00:00-04:00,33.060001373291016
2020-06-01 00:00:00-04:00,33.279998779296875
2020-06-02 00:00:00-04:00,33.040000915527344
2020-06-03 00:00:00-04:00,32.439998626708984
2020-06-04 00:00:00-04:00,32.779998779296875
2020-06-05 00:00:00-04:00,32.119998931884766
2020-06-08 00:00:00-04:00,32.439998626708984
2020-06-09 00:00:00-04:00,32.7599983215332
2020-06-10 00:00:00-04:00,33.220001220703125
2020-06-11 00:00:00-04:00,32.97999954223633
2020-06-12 00:00:00-04:00,33.060001373291016
2020-06-15 00:00:00-04:00,32.959999084472656
2020-06-16 00:00:00-04:00,33.0
2020-06-17 00:00:00-04:00,33.040000915527344
2020-06-18 00:00:00-04:00,32.939998626708984
2020-06-19 00:00:00-04:00,33.31999969482422
2020-06-22 00:00:00-04:00,33.560001373291016
2020-06-23 00:00:00-04:00,33.81999969482422
2020-06-24 00:00:00-04:00,33.7400016784668
2020-06-25 00:00:00-04:00,33.70000076293945
2020-06-26 00:00:00-04:00,33.86000061035156
2020-06-29 00:00:00-04:00,33.86000061035156
2020-06-30 00:00:00-04:00,33.97999954223633
2020-07-01 00:00:00-04:00,33.84000015258789
2020-07-02 00:00:00-04:00,33.91999816894531
2020-07-06 00:00:00-04:00,34.119998931884766
2020-07-07 00:00:00-04:00,34.34000015258789
2020-07-08 00:00:00-04:00,34.540000915527344
2020-07-09 00:00:00-04:00,34.47999954223633
2020-07-10 00:00:00-04:00,34.36000061035156
2020-07-13 00:00:00-04:00,34.41999816894531
2020-07-14 00:00:00-04:00,34.58000183105469
2020-07-15 00:00:00-04:00,34.65999984741211
2020-07-16 00:00:00-04:00,34.29999923706055
2020-07-17 00:00:00-04:00,34.58000183105469
2020-07-20 00:00:00-04:00,34.7400016784668
2020-07-21 00:00:00-04:00,35.18000030517578
2020-07-22 00:00:00-04:00,35.70000076293945
2020-07-23 00:00:00-04:00,36.040000915527344
2020-07-24 00:00:00-04:00,36.31999969482422
