Price,Close
Ticker,TIP
Date,
2015-05-22,86.64653778076172
2015-05-26,86.71558380126953
2015-05-27,86.6388931274414
2015-05-28,86.58517456054688
2015-05-29,86.86138916015625
2015-06-01,86.32432556152344
2015-06-02,85.97138214111328
2015-06-03,85.44197845458984
2015-06-04,85.67980194091797
2015-06-05,85.44197845458984
2015-06-08,85.55706024169922
2015-06-09,85.3652572631836
2015-06-10,85.05835723876953
2015-06-11,85.48033142089844
2015-06-12,85.52633666992188
2015-06-15,85.80255889892578
2015-06-16,86.30899047851562
2015-06-17,86.40874481201172
2015-06-18,86.20158386230469
2015-06-19,86.4010238647461
2015-06-22,86.0173568725586
2015-06-23,85.82559204101562
2015-06-24,85.97904968261719
2015-06-25,85.88700866699219
2015-06-26,85.50335693359375
2015-06-29,86.13249206542969
2015-06-30,85.97138214111328
2015-07-01,85.65681457519531
2015-07-02,86.03276824951172
2015-07-06,86.370361328125
2015-07-07,86.65421295166016
2015-07-08,86.76168060302734
2015-07-09,86.20158386230469
2015-07-10,85.79486846923828
2015-07-13,85.49564361572266
2015-07-14,85.6337661743164
2015-07-15,85.87162780761719
2015-07-16,85.97904968261719
2015-07-17,85.94831848144531
2015-07-20,85.7181625366211
2015-07-21,85.91766357421875
2015-07-22,85.9560317993164
2015-07-23,86.10181427001953
2015-07-24,86.00973510742188
2015-07-27,86.1861801147461
2015-07-28,85.97904968261719
2015-07-29,85.97138214111328
2015-07-30,86.0941390991211
2015-07-31,86.4317398071289
2015-08-03,86.35501861572266
2015-08-04,85.87162780761719
2015-08-05,85.60307312011719
2015-08-06,85.75651550292969
2015-08-07,85.99439239501953
2015-08-10,85.87162780761719
2015-08-11,86.22461700439453
2015-08-12,86.02509307861328
2015-08-13,85.79486846923828
2015-08-14,85.70281219482422
2015-08-17,85.69513702392578
2015-08-18,85.48798370361328
2015-08-19,85.77954864501953
2015-08-20,86.0173568725586
2015-08-21,86.04811096191406
2015-08-24,85.74882507324219
2015-08-25,85.5417251586914
2015-08-26,85.02762603759766
2015-08-27,85.44197845458984
2015-08-28,85.68749237060547
2015-08-31,85.61075592041016
2015-09-01,85.455322265625
2015-09-02,85.1860580444336
2015-09-03,85.1937484741211
2015-09-04,85.33223724365234
2015-09-08,84.94756317138672
2015-09-09,85.13990783691406
2015-09-10,85.16299438476562
2015-09-11,85.40147399902344
2015-09-14,85.23991394042969
2015-09-15,84.66288757324219
2015-09-16,84.63978576660156
2015-09-17,85.30144500732422
2015-09-18,85.57076263427734
2015-09-21,85.03217315673828
2015-09-22,85.23991394042969
2015-09-23,85.17838287353516
2015-09-24,85.1860580444336
2015-09-25,84.7321548461914
2015-09-28,84.7552261352539
2015-09-29,84.99372863769531
2015-09-30,85.16299438476562
2015-10-01,85.47247314453125
2015-10-02,85.96513366699219
2015-10-05,85.70341491699219
2015-10-06,85.94972229003906
2015-10-07,85.93433380126953
2015-10-08,85.90353393554688
2015-10-09,85.6648941040039
2015-10-12,85.8188705444336
2015-10-13,85.77265167236328
2015-10-14,86.065185546875
2015-10-15,85.90353393554688
2015-10-16,85.67263793945312
2015-10-19,85.52632141113281
2015-10-20,85.42623138427734
2015-10-21,85.48011779785156
2015-10-22,85.77265167236328
2015-10-23,85.64949798583984
2015-10-26,85.6264419555664
2015-10-27,85.8188705444336
2015-10-28,85.38774871826172
2015-10-29,85.15682220458984
2015-10-30,85.41856384277344
2015-11-02,85.38005065917969
2015-11-03,85.23380279541016
2015-11-04,85.11831665039062
