Price,Close
Ticker,SHY
Date,
2015-05-22,71.80801391601562
2015-05-26,71.81645202636719
2015-05-27,71.82491302490234
2015-05-28,71.8587646484375
2015-05-29,71.87572479248047
2015-06-01,71.83079528808594
2015-06-02,71.82234954833984
2015-06-03,71.79692840576172
2015-06-04,71.80537414550781
2015-06-05,71.73764038085938
2015-06-08,71.77998352050781
2015-06-09,71.74607849121094
2015-06-10,71.7291488647461
2015-06-11,71.74607849121094
2015-06-12,71.7291488647461
2015-06-15,71.7630386352539
2015-06-16,71.7884750366211
2015-06-17,71.83930969238281
2015-06-18,71.85623168945312
2015-06-19,71.87321472167969
2015-06-22,71.82234954833984
2015-06-23,71.80537414550781
2015-06-24,71.83930969238281
2015-06-25,71.82234954833984
2015-06-26,71.77998352050781
2015-06-29,71.89862823486328
2015-06-30,71.89862823486328
2015-07-01,71.83761596679688
2015-07-02,71.94775390625
2015-07-06,71.96470642089844
2015-07-07,71.95622253417969
2015-07-08,72.03253936767578
2015-07-09,71.98170471191406
2015-07-10,71.91387939453125
2015-07-13,71.87994384765625
2015-07-14,71.91387939453125
2015-07-15,71.93924713134766
2015-07-16,71.90538024902344
2015-07-17,71.88843536376953
2015-07-20,71.8460922241211
2015-07-21,71.85455322265625
2015-07-22,71.8460922241211
2015-07-23,71.85455322265625
2015-07-24,71.87150573730469
2015-07-27,71.92232513427734
2015-07-28,71.90538024902344
2015-07-29,71.88843536376953
2015-07-30,71.85455322265625
2015-07-31,71.93082427978516
2015-08-03,71.95457458496094
2015-08-04,71.84434509277344
2015-08-05,71.85282135009766
2015-08-06,71.86978149414062
2015-08-07,71.83584594726562
2015-08-10,71.83584594726562
2015-08-11,71.92913818359375
2015-08-12,71.92913818359375
2015-08-13,71.86978149414062
2015-08-14,71.83584594726562
2015-08-17,71.87822723388672
2015-08-18,71.86978149414062
2015-08-19,71.93758392333984
2015-08-20,71.91219329833984
2015-08-21,71.98848724365234
2015-08-24,72.02243041992188
2015-08-25,71.98848724365234
2015-08-26,71.94609069824219
2015-08-27,71.95457458496094
2015-08-28,71.9206771850586
2015-08-31,71.89519500732422
2015-09-01,71.9206771850586
2015-09-02,71.93761444091797
2015-09-03,71.93761444091797
2015-09-04,71.94612121582031
2015-09-08,71.9206771850586
2015-09-09,71.90371704101562
2015-09-10,71.92916870117188
2015-09-11,71.95462036132812
2015-09-14,71.93761444091797
2015-09-15,71.83580780029297
2015-09-16,71.82733917236328
2015-09-17,71.98854064941406
2015-09-18,72.02246856689453
2015-09-21,71.98004150390625
2015-09-22,72.02246856689453
2015-09-23,71.99703216552734
2015-09-24,72.0394287109375
2015-09-25,72.0054931640625
2015-09-28,72.05638885498047
2015-09-29,72.09033203125
2015-09-30,72.1072998046875
2015-10-01,72.10730743408203
2015-10-02,72.20916748046875
2015-10-05,72.1582260131836
2015-10-06,72.14977264404297
2015-10-07,72.13280487060547
2015-10-08,72.11579895019531
2015-10-09,72.11579895019531
2015-10-12,72.0988540649414
2015-10-13,72.1242904663086
2015-10-14,72.22612762451172
2015-10-15,72.18370819091797
2015-10-16,72.14977264404297
2015-10-19,72.17521667480469
2015-10-20,72.13280487060547
2015-10-21,72.1582260131836
2015-10-22,72.18370819091797
2015-10-23,72.1242904663086
2015-10-26,72.1242904663086
2015-10-27,72.14977264404297
