Price,Close
Ticker,SPY
Date,
2015-05-22,179.20411682128906
2015-05-26,177.27740478515625
2015-05-27,178.96011352539062
2015-05-28,178.75820922851562
2015-05-29,177.64761352539062
2015-06-01,178.00936889648438
2015-06-02,177.83270263671875
2015-06-03,178.30384826660156
2015-06-04,176.79776000976562
2015-06-05,176.49490356445312
2015-06-08,175.40948486328125
2015-06-09,175.38424682617188
2015-06-10,177.48773193359375
2015-06-11,178.05987548828125
2015-06-12,176.69688415527344
2015-06-15,175.93955993652344
2015-06-16,176.8987579345703
2015-06-17,177.184814453125
2015-06-18,179.02743530273438
2015-06-19,178.2327423095703
2015-06-22,179.14584350585938
2015-06-23,179.27261352539062
2015-06-24,177.97059631347656
2015-06-25,177.42950439453125
2015-06-26,177.39569091796875
2015-06-29,173.67564392089844
2015-06-30,174.0391845703125
2015-07-01,175.43423461914062
2015-07-02,175.2736053466797
2015-07-06,174.7747802734375
2015-07-07,175.8738250732422
2015-07-08,172.9231414794922
2015-07-09,173.23597717285156
2015-07-10,175.41729736328125
2015-07-13,177.35340881347656
2015-07-14,178.12278747558594
2015-07-15,178.06358337402344
2015-07-16,179.4924774169922
2015-07-17,179.6446075439453
2015-07-20,179.73765563964844
2015-07-21,179.02740478515625
2015-07-22,178.70616149902344
2015-07-23,177.7000732421875
2015-07-24,175.85693359375
2015-07-27,174.83389282226562
2015-07-28,176.98143005371094
2015-07-29,178.19888305664062
2015-07-30,178.2411346435547
2015-07-31,177.97059631347656
2015-08-03,177.37033081054688
2015-08-04,177.02371215820312
2015-08-05,177.60707092285156
2015-08-06,176.1528778076172
2015-08-07,175.81466674804688
2015-08-10,178.02981567382812
2015-08-11,176.4233856201172
2015-08-12,176.63479614257812
2015-08-13,176.4149627685547
2015-08-14,177.05752563476562
2015-08-17,178.0466766357422
2015-08-18,177.53102111816406
2015-08-19,176.12747192382812
2015-08-20,172.44973754882812
2015-08-21,167.25852966308594
2015-08-24,160.21578979492188
2015-08-25,158.3304443359375
2015-08-26,164.4093475341797
2015-08-27,168.4759979248047
2015-08-28,168.48446655273438
2015-08-31,167.12330627441406
2015-09-01,162.1350555419922
2015-09-02,165.21255493164062
2015-09-03,165.3308868408203
2015-09-04,162.8282928466797
2015-09-08,166.92031860351562
2015-09-09,164.68836975097656
2015-09-10,165.58453369140625
2015-09-11,166.33702087402344
2015-09-14,165.71978759765625
2015-09-15,167.79115295410156
2015-09-16,169.24542236328125
2015-09-17,168.86495971679688
2015-09-18,166.10546875
2015-09-21,166.96376037597656
2015-09-22,164.7966766357422
2015-09-23,164.53318786621094
2015-09-24,163.93826293945312
2015-09-25,163.8957977294922
2015-09-28,159.782470703125
2015-09-29,159.8759307861328
2015-09-30,162.85897827148438
2015-10-01,163.283935546875
2015-10-02,165.72293090820312
2015-10-05,168.67201232910156
2015-10-06,168.09410095214844
2015-10-07,169.4708709716797
2015-10-08,171.0006561279297
2015-10-09,171.1026153564453
2015-10-12,171.26409912109375
2015-10-13,170.1847381591797
2015-10-14,169.36886596679688
2015-10-15,171.96946716308594
2015-10-16,172.75140380859375
2015-10-19,172.83633422851562
2015-10-20,172.61541748046875
2015-10-21,171.54458618164062
2015-10-22,174.44256591796875
2015-10-23,176.35476684570312
2015-10-26,175.9213409423828
2015-10-27,175.5814208984375
2015-10-28,177.57858276367188
2015-10-29,177.4766082763672
2015-10-30,176.71173095703125
2015-11-02,178.80238342285156
2015-11-03,179.32077026367188
2015-11-04,178.7769012451172
2015-11-05,178.59837341308594
2015-11-06,178.5049285888672
2015-11-09,176.83920288085938
2015-11-10,177.24713134765625
2015-11-11,176.5502471923828
2015-11-12,174.08566284179688
2015-11-13,172.13095092773438
2015-11-16,174.74853515625
2015-11-17,174.62107849121094
2015-11-18,177.39161682128906
2015-11-19,177.23866271972656
2015-11-20,177.88449096679688
2015-11-23,177.6805877685547
2015-11-24,177.91848754882812
2015-11-25,177.89303588867188
2015-11-27,178.09698486328125
2015-11-30,177.3576202392578
2015-12-01,179.04884338378906
2015-12-02,177.2215576171875
2015-12-03,174.7400360107422
2015-12-04,178.14796447753906
2015-12-07,177.0686492919922
2015-12-08,175.87881469726562
2015-12-09,174.51058959960938
2015-12-10,174.9609832763672
2015-12-11,171.570068359375
2015-12-14,172.43690490722656
2015-12-15,174.2471160888672
2015-12-16,176.79673767089844
2015-12-17,174.10264587402344
2015-12-18,171.0009765625
2015-12-21,172.4115753173828
2015-12-22,173.97607421875
2015-12-23,176.13050842285156
2015-12-24,175.83982849121094
2015-12-28,175.43801879882812
2015-12-29,177.31027221679688
2015-12-30,176.05349731445312
2015-12-31,174.29237365722656
2016-01-04,171.8559112548828
2016-01-05,172.14662170410156
2016-01-06,169.97500610351562
2016-01-07,165.89710998535156
2016-01-08,164.0761260986328
2016-01-11,164.23858642578125
2016-01-12,165.56369018554688
2016-01-13,161.43447875976562
2016-01-14,164.08470153808594
2016-01-15,160.5624237060547
2016-01-19,160.77613830566406
2016-01-20,158.7157745361328
2016-01-21,159.6049346923828
2016-01-22,162.87924194335938
2016-01-25,160.41705322265625
2016-01-26,162.60568237304688
2016-01-27,160.83602905273438
2016-01-28,161.6737823486328
2016-01-29,165.61502075195312
2016-02-01,165.55516052246094
2016-02-02,162.57150268554688
2016-02-03,163.54608154296875
2016-02-04,163.80258178710938
2016-02-05,160.68212890625
2016-02-08,158.5191650390625
2016-02-09,158.5277099609375
2016-02-10,158.3909454345703
2016-02-11,156.33056640625
2016-02-12,159.55360412597656
2016-02-16,162.24661254882812
2016-02-17,164.8968505859375
2016-02-18,164.22149658203125
2016-02-19,164.14450073242188
2016-02-22,166.52117919921875
